supplier_id,contract_text,clause_risk_score
S_06766,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,46.16
S_06767,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.94
S_06768,Payment terms: net 30 days.,27.95
S_06769,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.52
S_06770,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.73
S_06771,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.37
S_06772,Supplier notified raw material shortages causing delays.,49.89
S_06773,Penalty clause included for delayed delivery.,21.18
S_06774,Payment terms: net 30 days.,34.01
S_06775,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.24
S_06776,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.2
S_06777,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.3
S_06778,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.83
S_06779,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.86
S_06780,Payment terms: net 30 days.,32.11
S_06781,Long-term partnership clause with annual reviews.,29.52
S_06782,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.33
S_06783,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,40.95
S_06784,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.72
S_06785,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.71
S_06786,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.75
S_06787,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.68
S_06788,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,40.65
S_06789,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.48
S_06790,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.3
S_06791,Penalty clause included for delayed delivery.,17.17
S_06792,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.0
S_06793,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.41
S_06794,Long-term partnership clause with annual reviews.,27.38
S_06795,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.92
S_06796,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.52
S_06797,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.06
S_06798,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.56
S_06799,Supplier notified raw material shortages causing delays.,48.6
S_06800,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.39
S_06801,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,59.43
S_06802,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.11
S_06803,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.5
S_06804,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.28
S_06805,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.47
S_06806,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.77
S_06807,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.88
S_06808,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,51.94
S_06809,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.65
S_06810,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.48
S_06811,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.73
S_06812,Penalty clause included for delayed delivery.,18.14
S_06813,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.65
S_06814,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.82
S_06815,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.58
S_06816,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.18
S_06817,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.85
S_06818,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.9
S_06819,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.86
S_06820,Payment terms: net 30 days.,25.15
S_06821,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.72
S_06822,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,45.07
S_06823,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.07
S_06824,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.4
S_06825,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.22
S_06826,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,24.23
S_06827,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.83
S_06828,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.61
